# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-a" "/home/mila6004/Genomeanalysis/results/5_annotation/braker3/braker.gtf" "-s" "2" "-o" "featurecounts2.txt" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam
g1373	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1471134;1471134;1471418;1471418;1471666;1471666;1471995;1471995;1472551;1472551;1472832;1472832;1473035;1473035;1473402;1473402;1473781;1473781;1474107;1474107;1474572;1474572;1474909;1474909;1475331;1475331;1475790;1475790;1476473;1476473;1476800;1476800;1479080;1479080;1479716;1479716;1480012;1480012;1482218;1482218;1482750;1482750	1471308;1471299;1471507;1471507;1471672;1471672;1472232;1472232;1472638;1472638;1472878;1472878;1473176;1473176;1473634;1473634;1473915;1473915;1474215;1474215;1474624;1474624;1475058;1475058;1475650;1475650;1475850;1475850;1476744;1476744;1476944;1476944;1479451;1479451;1479751;1479751;1480107;1480107;1482271;1482271;1482830;1482830	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2904	457	1197
g1374	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1482845;1482845;1483968;1483968;1485934;1485934;1486176;1486176	1483750;1483750;1484707;1484698;1486120;1486120;1486223;1486223	-;-;-;-;-;-;-;-	1881	224	49
g1375	contig_22_pilon	1487595	1489187	+	1593	174	596
g1376	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1489923;1490244;1491687;1492296;1492661;1493004;1493440;1493961;1494619;1495249;1495875;1496323;1496674;1496879;1497287;1497946;1498327;1498886;1499061	1490073;1490323;1491884;1492472;1492864;1493228;1493550;1494224;1494860;1495489;1496034;1496471;1496706;1496957;1497308;1498018;1498754;1499017;1499142	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3051	1489	550
g1377	contig_22_pilon;contig_22_pilon	1501485;1502468	1501923;1503819	-;-	1791	785	303
g1378	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1504069;1504686;1505143;1512952;1514342;1515042;1515342	1504430;1505067;1505261;1513538;1514998;1515217;1515638	+;+;+;+;+;+;+	2580	155	155
g1379	contig_22_pilon	1515657	1515869	+	213	87	48
g1380	contig_22_pilon	1526113	1526400	-	288	48	109
g1381	contig_22_pilon;contig_22_pilon	1527349;1528345	1528218;1528641	+;+	1167	597	925
g1382	contig_22_pilon	1528660	1528872	+	213	0	87
g1383	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1536703;1536908;1540370;1541152;1541727;1542342;1543160;1543380	1536791;1537220;1540585;1541445;1541951;1542536;1543221;1543575	+;+;+;+;+;+;+;+	1590	15	14
g1384	contig_22_pilon;contig_22_pilon;contig_22_pilon	1544472;1544782;1545128	1544618;1544979;1545316	-;-;-	534	49545	14152
g1385	contig_22_pilon	1545428	1545796	+	369	62	30
g1386	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1548785;1549086;1549803;1550317	1548973;1549680;1549969;1550880	+;+;+;+	1515	116	135
g1387	contig_22_pilon	1551869	1552099	+	231	0	16
g1388	contig_22_pilon;contig_22_pilon	1552199;1553169	1552579;1553324	+;+	537	595	811
g1389	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1555333;1556416;1556796;1557634;1557859	1556085;1556677;1556837;1557649;1557880	-;-;-;-;-	1095	1105	335
g1390	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1557900;1558266;1558356;1558485;1559051;1560397;1560639;1560892	1557925;1558293;1558386;1558851;1560295;1560462;1560661;1561430	-;-;-;-;-;-;-;-	2325	342	581
g1391	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1569247;1569686;1569900;1570198;1570417;1570661;1570923;1571125;1571465;1571654;1572028;1572605;1573173;1573426;1574326	1569383;1569759;1570064;1570268;1570542;1570696;1571000;1571167;1571519;1571735;1572095;1572915;1573288;1573614;1574550	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1776	44	248
g1392	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1576002;1577849;1578224;1579031	1577611;1578079;1578888;1579284	-;-;-;-	2760	2906	3031
g1393	contig_22_pilon	1579760	1580116	+	357	263	235
g1394	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1580125;1584459;1584758;1584764;1585414;1585414	1580326;1584502;1585321;1585321;1585521;1585521	-;-;-;-;-;-	918	0	4
g1395	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1590103;1590650;1592191;1592440;1592728;1592921;1593237;1593708;1593990;1594659;1595189;1595420;1595818;1596914;1597318;1597823	1590215;1590699;1592357;1592492;1592814;1593072;1593580;1593877;1594391;1595067;1595347;1595777;1596866;1597261;1597628;1597937	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4287	76	1012
g1396	contig_22_pilon;contig_22_pilon	1603718;1603942	1603859;1604249	-;-	450	0	0
g1397	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1603741;1604084;1604451;1604846;1605085;1606091;1606374;1606655;1607331;1607845;1608142;1608536;1608721;1609231;1609366;1615114	1603903;1604394;1604798;1605025;1605902;1606301;1606550;1607063;1607732;1608014;1608480;1608679;1608955;1609283;1609542;1615239	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4263	798	2195
g1398	contig_22_pilon	1604266	1605369	-	1104	678	933
g1399	contig_22_pilon	1617501	1618919	+	1419	80	55
g1400	contig_22_pilon	1622691	1622954	-	264	0	0
g1401	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1634776;1635707;1636695;1636960;1637286;1637717	1635075;1635983;1636756;1637049;1637429;1637818	+;+;+;+;+;+	975	151	78
g1402	contig_22_pilon;contig_22_pilon;contig_22_pilon	1639125;1641135;1641547	1640731;1641409;1641557	-;-;-	1893	69	57
g1403	contig_22_pilon;contig_22_pilon	1641598;1641905	1641734;1642199	+;+	432	8	4
g1404	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1646642;1646808;1647173;1648047;1648390;1649214;1649879;1650199;1650604;1650845;1651082;1651499;1651781;1652058;1652276;1652511;1652799	1646748;1647003;1647299;1648132;1648905;1649397;1650016;1650369;1650707;1650912;1651254;1651568;1651935;1652160;1652363;1652654;1653113	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2745	489	208
g1405	contig_22_pilon;contig_22_pilon;contig_22_pilon	1655202;1655438;1656044	1655283;1655908;1656099	-;-;-	609	1	10
g1406	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1689535;1690018;1690252;1690974;1692008;1692393;1692852;1693863;1694109;1694672;1695717;1696480;1696790;1697462;1698077;1698466;1699075;1699576;1699888;1701050;1701499;1702112;1702739;1703330;1705081	1689970;1690210;1690584;1691130;1692070;1692450;1693208;1694008;1694283;1695486;1696033;1696685;1697027;1697801;1698289;1698555;1699281;1699782;1700359;1701142;1701614;1702258;1702813;1704724;1705494	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7263	580	1572
g1407	contig_22_pilon	1717489	1718409	-	921	3	2
g1408	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1719642;1727697;1728213;1728885;1729260;1729844;1730219;1730614;1730875	1720049;1728020;1728272;1728963;1729405;1730062;1730434;1730703;1731075	+;+;+;+;+;+;+;+;+	1743	797	273
g1409	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1732028;1734572;1736553;1742298	1732472;1734764;1737074;1742418	-;-;-;-	1281	0	1
g1410	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1765699;1765984;1766732;1767014;1767285;1767672;1767968;1768249	1765891;1766387;1766863;1767090;1767420;1767812;1768026;1768309	+;+;+;+;+;+;+;+	1203	197	171
g1411	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1772332;1772506;1773061;1773115;1774767;1775140;1775694;1775843	1772382;1772749;1773072;1774488;1774852;1775579;1775778;1776040	-;-;-;-;-;-;-;-	2490	1423	225
g1412	contig_22_pilon	1775141	1775464	+	324	2	0
g1413	contig_22_pilon	1775504	1775941	+	438	0	2
g1414	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1779906;1780362;1780484;1780668;1781083;1781641;1781788;1782175;1782337;1782716;1782912;1784631;1784860;1785178;1785359;1785664;1785904;1786200;1786543;1786749;1788013;1788226	1780103;1780424;1780533;1780738;1781162;1781650;1781824;1782216;1782378;1782771;1782976;1784713;1784998;1785268;1785447;1785730;1786049;1786393;1786633;1787885;1788098;1788298	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2910	145	91
g1415	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1797767;1798307;1798515;1798819;1799373;1799990;1800530;1800846;1801174;1801713	1798193;1798383;1798622;1798825;1799890;1800146;1800714;1801080;1801589;1802108	+;+;+;+;+;+;+;+;+;+	2526	176	53
g1416	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1804760;1805520;1805786;1805977;1806408;1806744;1806984;1807144	1804885;1805679;1805848;1806167;1806545;1806852;1807039;1807350	-;-;-;-;-;-;-;-	1050	23	2
g1417	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1808695;1808957;1809288;1809541;1810369	1808745;1809037;1809432;1809799;1810438	-;-;-;-;-	606	51	61
g1418	contig_22_pilon	1810528	1810965	+	438	0	1
g1419	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1814617;1815144;1815876;1816380;1817365;1818440	1814858;1815344;1816281;1816721;1817930;1818677	+;+;+;+;+;+	1995	0	0
g1420	contig_22_pilon;contig_22_pilon;contig_22_pilon	1819644;1819958;1820397	1819721;1820200;1820408	-;-;-	333	4	10
g1421	contig_22_pilon	1821440	1826497	+	5058	416	375
g1422	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1826930;1827179;1827437;1827781;1828051	1827083;1827191;1827662;1827988;1828487	-;-;-;-;-	1038	400	557
g1423	contig_22_pilon	1836745	1837122	-	378	4	7
g1424	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1837294;1838555;1839028;1839544;1839876;1840150;1840575;1840945;1841379	1837924;1838844;1839306;1839670;1839937;1840374;1840696;1841083;1841540	+;+;+;+;+;+;+;+;+	2037	253	863
g1425	contig_22_pilon	1842331	1842639	-	309	20	6
g1426	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1842749;1843636;1843746;1844070;1844070;1844744;1844744;1845557;1845557	1842768;1843656;1843764;1844427;1844427;1845310;1845310;1845885;1845885	+;+;+;+;+;+;+;+;+	1314	117	25
g1427	contig_22_pilon;contig_22_pilon	1857312;1857618	1857517;1859001	+;+	1590	0	0
g1428	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1861188;1861188;1863410;1863410;1864077;1864077;1864420;1864420;1864689;1864689;1864896;1864948;1864998;1864998;1865441;1865441	1863061;1863061;1863562;1863562;1864339;1864339;1864467;1864467;1864710;1864710;1864905;1864951;1865314;1865314;1865537;1865537	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2788	1150	415
g1429	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1865637;1865945;1866834;1867130;1867611;1867819;1868137	1865711;1866343;1866950;1867215;1867674;1867828;1868201	+;+;+;+;+;+;+	816	416	180
g1430	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1870047;1870516;1871398;1872090;1872551;1873081;1873582;1874056;1874552;1874978;1875329;1875547;1876095;1876524;1876756;1877004;1877297;1877681;1877984;1878382;1878838;1879175;1879598;1880106;1880686;1880950;1881170;1881497;1882334;1882718;1883135;1883349;1884035;1884410;1884560	1870301;1871276;1871614;1872278;1872883;1873428;1873788;1874193;1874734;1875088;1875404;1875677;1876288;1876650;1876900;1877041;1877404;1877839;1878056;1878425;1879029;1879342;1879888;1880420;1880823;1881047;1881228;1881609;1882497;1882880;1883224;1883373;1884175;1884470;1884587	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5883	889	379
g1431	contig_22_pilon	1885573	1885959	+	387	28	7
g1432	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1887309;1887309;1887870;1887870;1888491;1888713;1888717	1887667;1887667;1888101;1888101;1888516;1888980;1888980	-;-;-;-;-;-;-	885	147	173
g1433	contig_22_pilon	1889140	1889397	+	258	3	25
g1434	contig_22_pilon;contig_22_pilon	1892953;1893604	1893356;1893799	-;-	600	265	168
g1435	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1893824;1893824;1894537;1894537;1895952;1895952;1896209;1896209;1897629;1897629;1897946;1897946;1898516;1898516;1899159;1899159;1899652;1899652;1900245;1900245;1900477;1900477;1900768;1900768;1901157;1901322;1901322;1901735;1901735;1902143;1902143;1902493;1902493;1902643;1902643;1902877;1902877;1906010;1906010;1906316;1906316;1906800;1906800;1907177;1907177;1907440;1907440;1907818;1907818;1908384;1908384;1908803;1908803;1909107;1909107	1893843;1893843;1894596;1894596;1896135;1896135;1896345;1896345;1897827;1897827;1898333;1898333;1898895;1898895;1899490;1899490;1900028;1899976;1900317;1900317;1900559;1900559;1900800;1900800;1901188;1901547;1901547;1901814;1901814;1902214;1902214;1902601;1902601;1902799;1902799;1902977;1902977;1906197;1906197;1906570;1906570;1907007;1907007;1907274;1907274;1907623;1907623;1907930;1907930;1908572;1908572;1908998;1908998;1909438;1909438	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4806	315	202
g1436	contig_22_pilon;contig_22_pilon	1913564;1913966	1913694;1914161	-;-	327	0	8
g1437	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1916314;1916314;1916494;1916494;1916830;1916918;1917152;1917941;1917941	1916378;1916378;1916782;1916782;1917027;1917126;1917212;1918050;1918001	+;+;+;+;+;+;+;+;+	822	20	22
g1438	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1918201;1918676;1919085;1919427;1919766;1920068;1920529;1920916;1921407;1921908;1922218;1922540;1923050;1923287;1923582;1923908;1924080;1924481;1924821;1925063;1925521;1925650;1925912;1926485;1926924;1927534;1927795;1928216;1928567;1928919;1931940;1932144	1918522;1918797;1919243;1919510;1919902;1920290;1920636;1920985;1921531;1922018;1922319;1922620;1923129;1923350;1923737;1923955;1924196;1924592;1924903;1925248;1925554;1925696;1926180;1926613;1927092;1927641;1927999;1928322;1928647;1931797;1931985;1932215	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6636	823	769
g1439	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1938149;1938410;1938643;1939122;1939980;1940376	1938253;1938510;1939006;1939207;1940109;1940528	-;-;-;-;-;-	939	12	37
g1440	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1940591;1940591;1941044;1941044;1941373;1941373;1941607;1941607;1941896;1941896;1942238;1942238;1942761;1942761;1943182;1943182;1943490;1943490;1943788;1943913;1943913;1944102;1944102;1944421;1944421;1944677;1944677;1945253;1945253;1945741;1945741;1946494;1946494	1940774;1940774;1941272;1941272;1941444;1941444;1941681;1941681;1942117;1942117;1942306;1942306;1942829;1942829;1943259;1943259;1943670;1943675;1943792;1943995;1943995;1944248;1944248;1944539;1944539;1944887;1944887;1945490;1945490;1945891;1945891;1946883;1946883	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2528	168	157
g1441	contig_22_pilon	1950974	1951600	-	627	925	1292
g1442	contig_22_pilon;contig_22_pilon	1957869;1958181	1958122;1958307	+;+	381	100	176
g1443	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1958323;1959106;1959472;1959998;1960284;1960687;1961192	1958394;1959204;1959573;1960073;1960354;1960772;1961249	+;+;+;+;+;+;+	564	526	932
g1444	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1962501;1963466;1964072;1964795;1965121;1965435;1965867;1966286;1966805;1967993;1968261;1968437;1968657;1968991	1962792;1963709;1964273;1964963;1965227;1965723;1966003;1966478;1966913;1968129;1968352;1968564;1968882;1969500	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2835	339	112
